code,country_code,subdivision_name_type,subdivision_name
-99-X02~,-1,name_it_rnaturalearth,Clipperton
-99-X02~,-1,name_tr_rnaturalearth,Clipperton Adasi
-99-X02~,-1,name_de_rnaturalearth_cleaned,Clipperton Insel
-99-X02~,-1,name_rnaturalearth,Clipperton Island
-99-X02~,-1,name_hu_rnaturalearth_cleaned,Clipperton sziget
-99-X02~,-1,name_de_rnaturalearth,Clipperton-Insel
-99-X02~,-1,name_hu_rnaturalearth,Clipperton-sziget
-99-X02~,-1,name_sv_rnaturalearth,Clippertonön
-99-X02~,-1,name_fr_rnaturalearth,île Clipperton
-99-X02~,-1,name_pt_rnaturalearth,Ilha de Clipperton
-99-X02~,-1,name_es_rnaturalearth,Isla Clipperton
-99-X02~,-1,name_id_rnaturalearth,Pulau Clipperton
-99-X02~,-1,name_pl_rnaturalearth,Wyspa Clippertona
-99-X03~,-1,name_rnaturalearth,Coral Sea Islands
-99-X04~,-1,woe_name_rnaturalearth,Cyprus TRNC
-99-X04~,-1,name_rnaturalearth,Northern Cyprus
-99-X05~,-1,name_fr_rnaturalearth,Baïkonour
-99-X05~,-1,name_de_rnaturalearth,Baikonur
-99-X05~,-1,name_nl_rnaturalearth,Bajkonoer
-99-X05~,-1,name_hu_rnaturalearth,Bajkonur
-99-X05~,-1,name_id_rnaturalearth,Baykonur
-99-X05~,-1,name_rnaturalearth,Baykonur lease in Qyzylorda
-99-X05~,-1,gns_name_rnaturalearth,Baykonyr
-99-X05~,-1,gns_name_rnaturalearth,"Baykonyr, Gorod"
-99-X05~,-1,gn_name_rnaturalearth,Bayqongyr Qalasy
-99-X05~,-1,name_it_rnaturalearth,Bayqoñyr
-99-X05~,-1,gns_name_rnaturalearth,Gorod Baykonyr
-99-X06~,-1,name_rnaturalearth,Kashmir
-99-X08~,-1,name_rnaturalearth,Spratly Islands
-99-X11~,-1,name_rnaturalearth,Somaliland
-99-X13~,-1,name_rnaturalearth,Guantanamo Bay USNB
-99-X14~,-1,name_tr_rnaturalearth,Christmas Adasi
-99-X14~,-1,name_rnaturalearth,Christmas Island
-99-X14~,-1,name_nl_rnaturalearth,Christmaseiland
-99-X14~,-1,name_fr_rnaturalearth,île Christmas
-99-X14~,-1,name_pt_rnaturalearth,Ilha Christmas
-99-X14~,-1,name_es_rnaturalearth,Isla de Navidad
-99-X14~,-1,name_it_rnaturalearth,Isola di Natale
-99-X14~,-1,name_sv_rnaturalearth,Julön
-99-X14~,-1,name_hu_rnaturalearth_cleaned,Karácsony sziget
-99-X14~,-1,name_hu_rnaturalearth,Karácsony-sziget
-99-X14~,-1,name_id_rnaturalearth,Pulau Natal
-99-X14~,-1,name_de_rnaturalearth,Weihnachtsinsel
-99-X14~,-1,name_pl_rnaturalearth,Wyspa Bozego Narodzenia
-99-X15~,-1,name_en_rnaturalearth,Cocos
-99-X15~,-1,name_rnaturalearth,Cocos (Keeling) Islands
-99-X15~,-1,name_tr_rnaturalearth,Cocos Adalari
-99-X15~,-1,name_nl_rnaturalearth,Cocoseilanden
-99-X15~,-1,name_fr_rnaturalearth,îles Cocos
-99-X15~,-1,name_pt_rnaturalearth,Ilhas Cocos
-99-X15~,-1,name_es_rnaturalearth,islas Cocos
-99-X15~,-1,name_it_rnaturalearth,Isole Cocos
-99-X15~,-1,name_id_rnaturalearth,Kepulauan Cocos
-99-X15~,-1,name_de_rnaturalearth,Kokosinseln
-99-X15~,-1,name_sv_rnaturalearth,Kokosöarna
-99-X15~,-1,name_hu_rnaturalearth,Kókusz
-99-X15~,-1,name_pl_rnaturalearth,Wyspy Kokosowe
-99-X16~,-1,name_rnaturalearth,Dhekelia
-99-X16~,-1,name_alt_rnaturalearth,Eastern Sovereign Base
-99-X17~,-1,name_rnaturalearth,Akrotiri
-99-X17~,-1,name_alt_rnaturalearth,Western Sovereign Base
AD-02,AD,gns_name_rnaturalearth,Canillo
AD-02,AD,name_hu_rnaturalearth,Canillo közösség
AD-02,AD,gns_name_rnaturalearth,"Canillo, Parroquia de"
AD-02,AD,name_it_rnaturalearth,parrocchia di Canillo
AD-02,AD,gns_name_rnaturalearth,Parroquia de Canillo
AD-03,AD,gns_name_rnaturalearth,Encamp
AD-03,AD,name_hu_rnaturalearth,Encamp közösség
AD-03,AD,gns_name_rnaturalearth,"Encamp, Parroquia d'"
AD-03,AD,name_it_rnaturalearth,parrocchia di Encamp
AD-03,AD,gns_name_rnaturalearth,Parroquia d' Encamp
AD-03,AD,gn_name_rnaturalearth,Parroquia d'Encamp
AD-04,AD,gns_name_rnaturalearth,La Massana
AD-04,AD,name_hu_rnaturalearth,La Massana közösség
AD-04,AD,gns_name_rnaturalearth,"La Massana, Parroquia de"
AD-04,AD,woe_name_rnaturalearth,Massana
AD-04,AD,name_it_rnaturalearth,parrocchia di La Massana
AD-04,AD,gn_name_rnaturalearth,Parroquia de la Massana
AD-04,AD,gns_name_rnaturalearth,Parroquia de La Massana
AD-05,AD,gns_name_rnaturalearth,Ordino
AD-05,AD,name_hu_rnaturalearth,Ordino közösség
AD-05,AD,gns_name_rnaturalearth,"Ordino, Parroquia d'"
AD-05,AD,name_it_rnaturalearth,parrocchia di Ordino
AD-05,AD,gns_name_rnaturalearth,Parroquia d' Ordino
AD-05,AD,gn_name_rnaturalearth,Parroquia d'Ordino
AD-06,AD,gn_name_rnaturalearth,Parroquia de Sant Julia de Loria
AD-06,AD,name_es_rnaturalearth,San Julián de Loria
AD-06,AD,woe_name_rnaturalearth,Sant JuliÃ  de LÃ²ria
AD-06,AD,Subdivision name (ca)_no_diacritic,Sant Julia de Loria
AD-06,AD,Subdivision name (ca),Sant Julià de Lòria
AD-06,AD,name_hu_rnaturalearth,Sant Julià de Lòria közösség
AD-07,AD,name_pt_rnaturalearth_cleaned,Andorra a Velha
AD-07,AD,Subdivision name (ca),Andorra la Vella
AD-07,AD,name_pt_rnaturalearth,Andorra-a-Velha
AD-07,AD,name_fr_rnaturalearth_cleaned,Andorre la Vieille
AD-07,AD,name_fr_rnaturalearth,Andorre-la-Vieille
AD-07,AD,name_nl_rnaturalearth,Parochie Andorra la Vella
AD-07,AD,name_it_rnaturalearth,parrocchia di Andorra la Vella
AD-07,AD,gn_name_rnaturalearth,Parroquia d'Andorra la Vella
AD-08,AD,Subdivision name (ca)_cleaned,Escaldes Engordany
AD-08,AD,name_hu_rnaturalearth_cleaned,Escaldes Engordany közösség
AD-08,AD,Subdivision name (ca),Escaldes-Engordany
AD-08,AD,name_hu_rnaturalearth,Escaldes-Engordany közösség
AD-08,AD,name_it_rnaturalearth_cleaned,parrocchia di Escaldes Engordany
AD-08,AD,name_it_rnaturalearth,parrocchia di Escaldes-Engordany
AD-08,AD,gn_name_rnaturalearth_cleaned,Parroquia d'Escaldes Engordany
AD-08,AD,gn_name_rnaturalearth,Parroquia d'Escaldes-Engordany
AE-AJ,AE,Local variant,
AE-AJ,AE,Subdivision Name (ar)(BGN/PCGN 1956)_no_diacritic,'Ajman
AE-AJ,AE,iso-3166-2.js,'Ajmān
AE-AJ,AE,Subdivision Name (ar)(BGN/PCGN 1956),‘Ajmān
AE-AJ,AE,name_alt_rnaturalearth,`Adjmân
AE-AJ,AE,name_alt_rnaturalearth,`Adjmân|Ajmã|`Ajman
AE-AJ,AE,name_alt_rnaturalearth,`Ajman
AE-AJ,AE,name_tr_rnaturalearth,Acman
AE-AJ,AE,name_de_rnaturalearth,Adschman
AE-AJ,AE,name_pl_rnaturalearth,Adzman
AE-AJ,AE,name_alt_rnaturalearth,Ajmã
AE-AJ,AE,name_rnaturalearth,Ajman
AE-AJ,AE,iso-3166-2.js_cleaned,Ajmān
AE-AJ,AE,name_en_rnaturalearth,Ajman Emirate
AE-AJ,AE,name_sv_rnaturalearth,Emiratet Ajman
AE-AJ,AE,Subdivision name (ar)[note 1],إمارة عجمانّ
AE-AZ,AE,name_fr_rnaturalearth,Abou Dabi
AE-AZ,AE,name_es_rnaturalearth,Abu Dabi
AE-AZ,AE,name_tr_rnaturalearth,Abu Dabi Emirligi
AE-AZ,AE,Local variant,Abu Dhabi
AE-AZ,AE,name_en_rnaturalearth,Abu Dhabi Emirate
AE-AZ,AE,name_pl_rnaturalearth,Abu Zabi
AE-AZ,AE,Subdivision Name (ar)(BGN/PCGN 1956)_no_diacritic,Abu Zaby
AE-AZ,AE,Subdivision Name (ar)(BGN/PCGN 1956),Abū Z̧aby
AE-AZ,AE,name_pt_rnaturalearth,Emirados Abu Dhabi
AE-AZ,AE,name_sv_rnaturalearth,Emiratet Abu Dhabi
AE-AZ,AE,name_it_rnaturalearth,Emirato di Abu Dhabi
AE-AZ,AE,Subdivision name (ar)[note 1],أبو ظبي
AE-DU,AE,name_alt_rnaturalearth,Dibay
AE-DU,AE,name_alt_rnaturalearth,"Dibay|Doubaï|Dubai, Dubayy"
AE-DU,AE,name_alt_rnaturalearth,Doubaï
AE-DU,AE,name_alt_rnaturalearth,Dubai
AE-DU,AE,name_fr_rnaturalearth,Dubaï
AE-DU,AE,name_es_rnaturalearth,Dubái
AE-DU,AE,name_tr_rnaturalearth,Dubai Emirligi
AE-DU,AE,name_hu_rnaturalearth,Dubaj
AE-DU,AE,name_rnaturalearth,Dubay
AE-DU,AE,name_alt_rnaturalearth,Dubayy
AE-DU,AE,name_sv_rnaturalearth,Emiratet Dubai
AE-DU,AE,name_it_rnaturalearth,Emirato di Dubai
AE-DU,AE,Subdivision name (ar)[note 1],دبي
AE-FU,AE,name_alt_rnaturalearth,"Al Foudjaïrah, Fudjayra|Al Fujayrah, Fujaira, Fujairah, Fujeira"
AE-FU,AE,name_alt_rnaturalearth,Al Fujayrah
AE-FU,AE,name_sv_rnaturalearth,Emiratet Fujairah
AE-FU,AE,name_tr_rnaturalearth,Füceyre
AE-FU,AE,name_alt_rnaturalearth,Fudjayra
AE-FU,AE,name_de_rnaturalearth,Fudschaira
AE-FU,AE,name_pl_rnaturalearth,Fudzajra
AE-FU,AE,name_it_rnaturalearth,Fujaira
AE-FU,AE,Local variant,Fujairah
AE-FU,AE,name_fr_rnaturalearth,Fujaïrah
AE-FU,AE,name_rnaturalearth,Fujayrah
AE-FU,AE,name_alt_rnaturalearth,"Fujeira Al Foudjaïrah,Fudjayra|Al Fujayrah,Fujaira,Fujairah"
AE-FU,AE,name_es_rnaturalearth,Fuyaira
AE-FU,AE,Subdivision name (ar)[note 1],الفجيرة
AE-RK,AE,name_sv_rnaturalearth_cleaned,Emiratet Ras al Khaimah
AE-RK,AE,name_sv_rnaturalearth,Emiratet Ras al-Khaimah
AE-RK,AE,name_alt_rnaturalearth,Ra's al Khayma
AE-RK,AE,name_alt_rnaturalearth,Ra's al Khaymah
AE-RK,AE,name_de_rnaturalearth_cleaned,Ra’s al Chaima
AE-RK,AE,Subdivision Name (ar)(BGN/PCGN 1956),Ra’s al Khaymah
AE-RK,AE,name_de_rnaturalearth,Ra’s al-Chaima
AE-RK,AE,name_pl_rnaturalearth_cleaned,Ras al Chajma
AE-RK,AE,name_es_rnaturalearth_cleaned,Ras al Jaima
AE-RK,AE,name_alt_rnaturalearth,Ras al Khaima
AE-RK,AE,name_alt_rnaturalearth,Ras al Khaima|Râs al Khaïmah|Ra's al Khayma|Ra's al Khaymah
AE-RK,AE,name_en_rnaturalearth_cleaned,Ras al Khaimah
AE-RK,AE,Local variant,Ras Al Khaimah
AE-RK,AE,name_alt_rnaturalearth,Râs al Khaïmah
AE-RK,AE,name_rnaturalearth,Ras Al Khaymah
AE-RK,AE,name_pl_rnaturalearth,Ras al-Chajma
AE-RK,AE,name_es_rnaturalearth,Ras al-Jaima
AE-RK,AE,name_it_rnaturalearth,Ras al-Khaima
AE-RK,AE,name_en_rnaturalearth,Ras al-Khaimah
AE-RK,AE,name_fr_rnaturalearth,Ras el Khaïmah
AE-RK,AE,name_hu_rnaturalearth_cleaned,Rász el Haima
AE-RK,AE,name_hu_rnaturalearth,Rász el-Haima
AE-RK,AE,name_tr_rnaturalearth_cleaned,Resü'l Hayme
AE-RK,AE,name_tr_rnaturalearth,Resü'l-Hayme
AE-RK,AE,Subdivision name (ar)[note 1],إمارة رأس الخيمة
AE-SH,AE,name_alt_rnaturalearth,Ach Chârdjah
AE-SH,AE,name_alt_rnaturalearth,Ach Chârdjah|Chardja|Ash Shariqah|Ash Sharjah|Sharjah and Dependencies|Sharjah and Kalba
AE-SH,AE,name_alt_rnaturalearth,Ash Shariqah
AE-SH,AE,Subdivision Name (ar)(BGN/PCGN 1956),Ash Shāriqah
AE-SH,AE,name_alt_rnaturalearth,Ash Sharjah
AE-SH,AE,name_alt_rnaturalearth,Chardja
AE-SH,AE,name_fr_rnaturalearth,Charjah
AE-SH,AE,name_sv_rnaturalearth,Emiratet Sharjah
AE-SH,AE,name_de_rnaturalearth,Schardscha
AE-SH,AE,name_it_rnaturalearth,Sharja
AE-SH,AE,Local variant,Sharjah
AE-SH,AE,name_alt_rnaturalearth,Sharjah and Dependencies
AE-SH,AE,name_alt_rnaturalearth,Sharjah and Kalba
AE-SH,AE,name_en_rnaturalearth,Sharjah Emirate
AE-SH,AE,name_tr_rnaturalearth,Sharjah Emirligi
AE-SH,AE,name_pl_rnaturalearth,Szardza
AE-SH,AE,Subdivision name (ar)[note 1],إمارة الشارقةّ
AE-UQ,AE,name_sv_rnaturalearth_cleaned,Emiratet Umm al Qaywayn
AE-UQ,AE,name_sv_rnaturalearth,Emiratet Umm al-Qaywayn
AE-UQ,AE,name_alt_rnaturalearth,Oumm al Qaïwaïn
AE-UQ,AE,name_alt_rnaturalearth,Oumm al Qaïwaïn|Umm al Qi`iwayn|Qaiwan|Umm al Qaiwain|Umm al Qayqayn|Umm al Qaywayn|Umm el Quwain|Um al Qaiuan
AE-UQ,AE,name_alt_rnaturalearth,Qaiwan
AE-UQ,AE,name_alt_rnaturalearth,Um al Qaiuan
AE-UQ,AE,name_pl_rnaturalearth_cleaned,Umm al Kajwajn
AE-UQ,AE,name_alt_rnaturalearth,Umm al Qaiwain
AE-UQ,AE,name_alt_rnaturalearth,Umm al Qayqayn
AE-UQ,AE,name_alt_rnaturalearth,Umm al Qaywayn
AE-UQ,AE,name_rnaturalearth,Umm Al Qaywayn
AE-UQ,AE,name_alt_rnaturalearth,Umm al Qi`iwayn
AE-UQ,AE,name_en_rnaturalearth_cleaned,Umm al Quwain
AE-UQ,AE,Local variant,Umm Al Quwain
AE-UQ,AE,name_pl_rnaturalearth,Umm al-Kajwajn
AE-UQ,AE,name_de_rnaturalearth,Umm al-Qaiwain
AE-UQ,AE,name_es_rnaturalearth,Umm al-Qaywayn
AE-UQ,AE,name_en_rnaturalearth,Umm al-Quwain
AE-UQ,AE,name_alt_rnaturalearth,Umm el Quwain
AE-UQ,AE,name_tr_rnaturalearth_cleaned,Ummül Kayveyn Emirligi
AE-UQ,AE,name_tr_rnaturalearth,Ummül-Kayveyn Emirligi
AE-UQ,AE,Subdivision name (ar)[note 1],أمّ القيوين
AE-X01~,AE,name_alt_rnaturalearth,"Al Foudjaïrah, Fudjayra|Al Fujayrah, Fujaira, Fujairah, Fujeira"
AE-X01~,AE,name_alt_rnaturalearth,Al Fujayrah
AE-X01~,AE,name_alt_rnaturalearth,Fudjayra
AE-X01~,AE,name_alt_rnaturalearth,"Fujeira Al Foudjaïrah,Fudjayra|Al Fujayrah,Fujaira,Fujairah"
AE-X01~,AE,name_rnaturalearth,Neutral Zone
AE-X02~,AE,name_rnaturalearth,Neutral Zone
AF-BAL,AF,name_de_rnaturalearth,Balch
AF-BAL,AF,name_alt_rnaturalearth,Balh
AF-BAL,AF,name_hu_rnaturalearth,Balh tartomány
AF-BAL,AF,name_alt_rnaturalearth_cleaned,Balh|Mazar i Sharif|Mazar
AF-BAL,AF,name_alt_rnaturalearth,Balh|Mazar-i-Sharif|Mazar
AF-BAL,AF,gns_name_rnaturalearth,Balkh
AF-BAL,AF,gns_name_rnaturalearth_cleaned,"Balkh, Wilayat e"
AF-BAL,AF,gns_name_rnaturalearth,"Balkh, Wilayat-e"
AF-BAL,AF,name_tr_rnaturalearth,Belh Vilayeti
AF-BAL,AF,name_alt_rnaturalearth,Mazar
AF-BAL,AF,name_alt_rnaturalearth_cleaned,Mazar i Sharif
AF-BAL,AF,name_alt_rnaturalearth,Mazar-i-Sharif
AF-BAL,AF,name_es_rnaturalearth,Provincia de Balj
AF-BAL,AF,name_id_rnaturalearth,Provinsi Balkh
AF-BAL,AF,gns_name_rnaturalearth_cleaned,Wilayat e Balkh
AF-BAL,AF,gns_name_rnaturalearth,Wilayat-e Balkh
AF-BAL,AF,Subdivision name (fa)[note 2],بلخ
AF-BAM,AF,name_pl_rnaturalearth,Bamian
AF-BAM,AF,name_hu_rnaturalearth,Bámiján tartomány
AF-BAM,AF,name_de_rnaturalearth,Bamiyan
AF-BAM,AF,name_fr_rnaturalearth,Bâmiyân
AF-BAM,AF,gns_name_rnaturalearth,Bamyan
AF-BAM,AF,"Subdivision name (fa), (ps)(BGN/PCGN 2007)",Bāmyān
AF-BAM,AF,name_tr_rnaturalearth,Bamyan Vilayeti
AF-BAM,AF,gns_name_rnaturalearth_cleaned,"Bamyan, Wilayat e"
AF-BAM,AF,gns_name_rnaturalearth,"Bamyan, Wilayat-e"
AF-BAM,AF,name_es_rnaturalearth,Provincia de Bamiyan
AF-BAM,AF,name_it_rnaturalearth,provincia di Bamiyan
AF-BAM,AF,name_id_rnaturalearth,Provinsi Bamiyan
AF-BAM,AF,gns_name_rnaturalearth_cleaned,Wilayat e Bamyan
AF-BAM,AF,gns_name_rnaturalearth,Wilayat-e Bamyan
AF-BAM,AF,Subdivision name (fa)[note 2],بامیان
AF-BDG,AF,name_alt_rnaturalearth,Badghes
AF-BDG,AF,name_alt_rnaturalearth,Badghes|Badghisat|Badgis
AF-BDG,AF,gns_name_rnaturalearth,Badghis
AF-BDG,AF,name_fr_rnaturalearth,Bâdghîs
AF-BDG,AF,"Subdivision name (fa), (ps)(BGN/PCGN 2007)",Bādghīs
AF-BDG,AF,gns_name_rnaturalearth_cleaned,"Badghis, Wilayat e"
AF-BDG,AF,gns_name_rnaturalearth,"Badghis, Wilayat-e"
AF-BDG,AF,name_alt_rnaturalearth,Badghisat
AF-BDG,AF,name_alt_rnaturalearth,Badgis
AF-BDG,AF,name_tr_rnaturalearth,Badgis Vilayeti
AF-BDG,AF,name_es_rnaturalearth,Provincia de Badgis
AF-BDG,AF,name_id_rnaturalearth,Provinsi Badghis
AF-BDG,AF,gns_name_rnaturalearth_cleaned,Wilayat e Badghis
AF-BDG,AF,gns_name_rnaturalearth,Wilayat-e Badghis
AF-BDG,AF,Subdivision name (fa)[note 2],بادغیس
AF-BDS,AF,name_de_rnaturalearth,Badachschan
AF-BDS,AF,name_nl_rnaturalearth,Badachsjan
AF-BDS,AF,name_pl_rnaturalearth,Badachszan
AF-BDS,AF,name_alt_rnaturalearth,Badahšan
AF-BDS,AF,name_tr_rnaturalearth,Badahsan Vilayeti
AF-BDS,AF,name_fr_rnaturalearth,Badakhchan
AF-BDS,AF,gns_name_rnaturalearth,Badakhshan
AF-BDS,AF,"Subdivision name (fa), (ps)(BGN/PCGN 2007)",Badakhshān
AF-BDS,AF,gns_name_rnaturalearth_cleaned,"Badakhshan, Wilayat e"
AF-BDS,AF,gns_name_rnaturalearth,"Badakhshan, Wilayat-e"
AF-BDS,AF,name_es_rnaturalearth,Provincia de Badakhshan
AF-BDS,AF,name_id_rnaturalearth,Provinsi Badakhshan
AF-BDS,AF,gns_name_rnaturalearth_cleaned,Wilayat e Badakhshan
AF-BDS,AF,gns_name_rnaturalearth,Wilayat-e Badakhshan
AF-BDS,AF,Subdivision name (fa)[note 2],ولایت بدخشان
AF-BGL,AF,gns_name_rnaturalearth,Baghlan
AF-BGL,AF,name_fr_rnaturalearth,Baghlân
AF-BGL,AF,"Subdivision name (fa), (ps)(BGN/PCGN 2007)",Baghlān
AF-BGL,AF,gns_name_rnaturalearth_cleaned,"Baghlan, Wilayat e"
AF-BGL,AF,gns_name_rnaturalearth,"Baghlan, Wilayat-e"
AF-BGL,AF,name_alt_rnaturalearth,Baglan
AF-BGL,AF,name_hu_rnaturalearth,Baglán tartomány
AF-BGL,AF,name_tr_rnaturalearth,Baglan Vilayeti
AF-BGL,AF,name_alt_rnaturalearth,Baglan|Bughlan
AF-BGL,AF,name_alt_rnaturalearth,Bughlan
AF-BGL,AF,name_es_rnaturalearth,Provincia de Baghlan
AF-BGL,AF,name_id_rnaturalearth,Provinsi Baghlan
AF-BGL,AF,gns_name_rnaturalearth_cleaned,Wilayat e Baghlan
AF-BGL,AF,gns_name_rnaturalearth,Wilayat-e Baghlan
AF-BGL,AF,Subdivision name (fa)[note 2],بغلان
AF-DAY,AF,Subdivision name (en)[note 1],Daykundi
AF-DAY,AF,"Subdivision name (fa), (ps)(BGN/PCGN 2007)",Dāykundī
AF-DAY,AF,Subdivision name (fa)[note 2],دایکندی
AF-FRA,AF,gns_name_rnaturalearth,Farah
AF-FRA,AF,name_fr_rnaturalearth,Farâh
AF-FRA,AF,"Subdivision name (fa), (ps)(BGN/PCGN 2007)",Farāh
AF-FRA,AF,gns_name_rnaturalearth_cleaned,"Farah, Wilayat e"
AF-FRA,AF,gns_name_rnaturalearth,"Farah, Wilayat-e"
AF-FRA,AF,name_tr_rnaturalearth,Ferah Vilayeti
AF-FRA,AF,name_es_rnaturalearth,Provincia de Farah
AF-FRA,AF,name_it_rnaturalearth,provincia di Farah
AF-FRA,AF,name_id_rnaturalearth,Provinsi Farah
AF-FRA,AF,gns_name_rnaturalearth_cleaned,Wilayat e Farah
AF-FRA,AF,gns_name_rnaturalearth,Wilayat-e Farah
AF-FRA,AF,Subdivision name (fa)[note 2],فراه
AF-FYB,AF,name_alt_rnaturalearth,Fariab
AF-FYB,AF,name_alt_rnaturalearth,Fariab|Maimana|Meymaneh
AF-FYB,AF,name_pl_rnaturalearth,Farjab
AF-FYB,AF,gns_name_rnaturalearth,Faryab
AF-FYB,AF,name_fr_rnaturalearth,Fâryâb
AF-FYB,AF,"Subdivision name (fa), (ps)(BGN/PCGN 2007)",Fāryāb
AF-FYB,AF,gn_name_rnaturalearth,Faryab Province
AF-FYB,AF,name_tr_rnaturalearth,Faryab Vilayeti
AF-FYB,AF,gns_name_rnaturalearth_cleaned,"Faryab, Wilayat e"
AF-FYB,AF,gns_name_rnaturalearth,"Faryab, Wilayat-e"
AF-FYB,AF,name_alt_rnaturalearth,Maimana
AF-FYB,AF,name_alt_rnaturalearth,Meymaneh
AF-FYB,AF,name_es_rnaturalearth,Provincia de Faryab
AF-FYB,AF,name_id_rnaturalearth,Provinsi Faryab
AF-FYB,AF,gns_name_rnaturalearth_cleaned,Wilayat e Faryab
AF-FYB,AF,gns_name_rnaturalearth,Wilayat-e Faryab
AF-FYB,AF,Subdivision name (fa)[note 2],فاریاب
AF-GHA,AF,name_alt_rnaturalearth,Gazni
AF-GHA,AF,name_tr_rnaturalearth,Gazni Vilayeti
AF-GHA,AF,gns_name_rnaturalearth,Ghazni
AF-GHA,AF,"Subdivision name (fa), (ps)(BGN/PCGN 2007)",Ghaznī
AF-GHA,AF,gns_name_rnaturalearth_cleaned,"Ghazni, Wilayat e"
AF-GHA,AF,gns_name_rnaturalearth,"Ghazni, Wilayat-e"
AF-GHA,AF,name_es_rnaturalearth,Provincia de Gazni
AF-GHA,AF,name_it_rnaturalearth,provincia di Ghazni
AF-GHA,AF,name_id_rnaturalearth,Provinsi Ghazni
AF-GHA,AF,gns_name_rnaturalearth_cleaned,Wilayat e Ghazni
AF-GHA,AF,gns_name_rnaturalearth,Wilayat-e Ghazni
AF-GHA,AF,Subdivision name (fa)[note 2],غزنى
AF-GHO,AF,name_alt_rnaturalearth,Gawr
AF-GHO,AF,name_alt_rnaturalearth,Gawr|Ghore|Ghour|Ghur
AF-GHO,AF,gns_name_rnaturalearth,Ghor
AF-GHO,AF,name_fr_rnaturalearth,Ghôr
AF-GHO,AF,"Subdivision name (fa), (ps)(BGN/PCGN 2007)",Ghōr
AF-GHO,AF,gns_name_rnaturalearth_cleaned,"Ghor, Wilayat e"
AF-GHO,AF,gns_name_rnaturalearth,"Ghor, Wilayat-e"
AF-GHO,AF,name_alt_rnaturalearth,Ghore
AF-GHO,AF,name_alt_rnaturalearth,Ghour
AF-GHO,AF,name_it_rnaturalearth,Ghowr
AF-GHO,AF,name_alt_rnaturalearth,Ghur
AF-GHO,AF,name_tr_rnaturalearth,Gur Vilayeti
AF-GHO,AF,name_es_rnaturalearth,Provincia de Gawr
AF-GHO,AF,name_id_rnaturalearth,Provinsi Ghor
AF-GHO,AF,gns_name_rnaturalearth_cleaned,Wilayat e Ghor
AF-GHO,AF,gns_name_rnaturalearth,Wilayat-e Ghor
AF-GHO,AF,Subdivision name (fa)[note 2],غور
AF-HEL,AF,name_alt_rnaturalearth,Girishk
AF-HEL,AF,name_alt_rnaturalearth,Girishk|Hilmend
AF-HEL,AF,gns_name_rnaturalearth,Helmand
AF-HEL,AF,name_hu_rnaturalearth,Helmand tartomány
AF-HEL,AF,gns_name_rnaturalearth_cleaned,"Helmand, Wilayat e"
AF-HEL,AF,gns_name_rnaturalearth,"Helmand, Wilayat-e"
AF-HEL,AF,name_tr_rnaturalearth,Helmend Vilayeti
AF-HEL,AF,name_rnaturalearth,Hilmand
AF-HEL,AF,name_alt_rnaturalearth,Hilmend
AF-HEL,AF,name_es_rnaturalearth,Provincia de Helmand
AF-HEL,AF,name_id_rnaturalearth,Provinsi Helmand
AF-HEL,AF,gns_name_rnaturalearth_cleaned,Wilayat e Helmand
AF-HEL,AF,gns_name_rnaturalearth,Wilayat-e Helmand
AF-HEL,AF,Subdivision name (fa)[note 2],هلمند
AF-HER,AF,gns_name_rnaturalearth,Herat
AF-HER,AF,"Subdivision name (fa), (ps)(BGN/PCGN 2007)",Herāt
AF-HER,AF,name_fr_rnaturalearth,Hérât
AF-HER,AF,name_tr_rnaturalearth,Herat Vilayeti
AF-HER,AF,gns_name_rnaturalearth_cleaned,"Herat, Wilayat e"
AF-HER,AF,gns_name_rnaturalearth,"Herat, Wilayat-e"
AF-HER,AF,name_rnaturalearth,Hirat
AF-HER,AF,name_es_rnaturalearth,Provincia de Herat
AF-HER,AF,name_it_rnaturalearth,provincia di Herat
AF-HER,AF,name_id_rnaturalearth,Provinsi Herat
AF-HER,AF,gns_name_rnaturalearth_cleaned,Wilayat e Herat
AF-HER,AF,gns_name_rnaturalearth,Wilayat-e Herat
AF-HER,AF,Subdivision name (fa)[note 2],هرات
AF-JOW,AF,name_tr_rnaturalearth,Cüzcan Vilayeti
AF-JOW,AF,name_fr_rnaturalearth,Djôzdjân
AF-JOW,AF,name_de_rnaturalearth,Dschuzdschan
AF-JOW,AF,name_pl_rnaturalearth,Dzozdzan
AF-JOW,AF,name_alt_rnaturalearth,Jaozjan
AF-JOW,AF,name_alt_rnaturalearth,Jaozjan|Jozjan|Juzjan|Jouzjan|Shibarghan
AF-JOW,AF,name_rnaturalearth,Jawzjan
AF-JOW,AF,name_alt_rnaturalearth,Jouzjan
AF-JOW,AF,gns_name_rnaturalearth,Jowzjan
AF-JOW,AF,"Subdivision name (fa), (ps)(BGN/PCGN 2007)",Jowzjān
AF-JOW,AF,gns_name_rnaturalearth_cleaned,"Jowzjan, Wilayat e"
AF-JOW,AF,gns_name_rnaturalearth,"Jowzjan, Wilayat-e"
AF-JOW,AF,name_alt_rnaturalearth,Jozjan
AF-JOW,AF,name_alt_rnaturalearth,Juzjan
AF-JOW,AF,name_es_rnaturalearth,Provincia de Jawzjan
AF-JOW,AF,name_id_rnaturalearth,Provinsi Jowzjan
AF-JOW,AF,name_alt_rnaturalearth,Shibarghan
